NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTRY,LATITUDE,LONGITUDE,SOURCE,WEBSITE,OWNER,BEDS,HELIPAD
DECATUR COUNTY MEMORIAL HOSPITAL,720 N LINCOLN ST,GREENSBURG,IN,47240,NOT AVAILABLE,(812) 663-4331,CRITICAL ACCESS,OPEN,25,DECATUR,USA,39.344223887,-85.478711943,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.dcmh.net,GOVERNMENT - LOCAL,25,Y
MONROE HOSPITAL,4011 S MONROE MEDICAL PARK BLVD,BLOOMINGTON,IN,47403,NOT AVAILABLE,(812) 825-1111,GENERAL ACUTE CARE,OPEN,-999,MONROE,USA,39.120608664,-86.57195222,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.monroehospital.com,PROPRIETARY,-999,N
FRANCISCAN HEALTHCARE RENSSLAER,1104 E GRACE ST,RENSSELAER,IN,47978,NOT AVAILABLE,(219) 866-5141,CRITICAL ACCESS,OPEN,46,JASPER,USA,40.934513124,-87.138779209,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.jchh.com,GOVERNMENT - LOCAL,46,Y
COVENANT MEDICAL CENTER,3421 WEST 9TH STREET,WATERLOO,IA,50702,NOT AVAILABLE,(319) 272-8000,GENERAL ACUTE CARE,OPEN,346,BLACK HAWK,USA,42.461182869,-92.345873617,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,http://www.wheatoniowa.org,NON-PROFIT,346,Y
ALLIANCE COMMUNITY HOSPITAL,200 EAST STATE STREET,ALLIANCE,OH,44601,NOT AVAILABLE,(330) 596-6000,GENERAL ACUTE CARE,OPEN,255,STARK,USA,40.902582625,-81.102712915,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.achosp.org,NON-PROFIT,255,N
AULTMAN HOSPITAL WEST,2051 WALES AVENUE NW,MASSILLON,OH,44646,NOT AVAILABLE,(330) 497-3966,GENERAL ACUTE CARE,OPEN,8,STARK,USA,40.822193343,-81.50451061,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,https://aultman.org,NON-PROFIT,8,N
OTTUMWA REGIONAL HEALTH CENTER,1001 EAST PENNSYLVANIA,OTTUMWA,IA,52501,NOT AVAILABLE,(641) 684-2321,GENERAL ACUTE CARE,OPEN,217,WAPELLO,USA,41.037389524,-92.399293688,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,http://www.ottumwaregionalhealth.com,PROPRIETARY,217,N
A ROSIE PLACE,53131 QUINCE RD,SOUTH BEND,IN,46628,NOT AVAILABLE,(574) 235-8899,CHILDREN,OPEN,10,ST. JOSEPH,USA,41.720046037,-86.381464342,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://arosieplace.org/index.php,NON-PROFIT,10,N
MONTGOMERY HOSPITAL,1301 POWELL STREET,NORRISTOWN,PA,19401,NOT AVAILABLE,(610) 270-2000,GENERAL ACUTE CARE,CLOSED,177,MONTGOMERY,USA,40.124630001,-75.336440999,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=909,www.montgomeryhospital.org,NON-PROFIT,177,N
FREEMAN REGIONAL HEALTH SERVICES,510 EAST 8TH STREET,FREEMAN,SD,57029,NOT AVAILABLE,(605) 925-4000,CRITICAL ACCESS,OPEN,25,HUTCHINSON,USA,43.345163157,-97.430184285,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,http://www.freemanregional.com,NON-PROFIT,25,N
COMMUNITY HOSPITAL NORTH,7150 CLEARVISTA DR,INDIANAPOLIS,IN,46256,NOT AVAILABLE,(317) 621-5335,GENERAL ACUTE CARE,OPEN,339,MARION,USA,39.901116092,-86.042163093,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.ecommunity.com,NON-PROFIT,339,N
COMMUNITY HOSPITAL SOUTH,1402 E COUNTY LINE RD S,INDIANAPOLIS,IN,46227,NOT AVAILABLE,(317) 887-7112,GENERAL ACUTE CARE,OPEN,158,MARION,USA,39.63680298,-86.132651341,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.ecommunity.com,PROPRIETARY,158,Y
FAIRBANKS,8102 CLEARVISTA PARKWAY,INDIANAPOLIS,IN,46256,NOT AVAILABLE,(317) 849-8222,REHABILITATION,OPEN,-999,MARION,USA,39.902689271,-86.040944477,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.fairbankscd.org,NON-PROFIT,-999,Y
SANFORD CHAMBERLAIN MEDICAL CENTER,300 SOUTH BYRON BOULEVARD,CHAMBERLAIN,SD,57325,NOT AVAILABLE,(605) 234-5511,CRITICAL ACCESS,OPEN,25,BRULE,USA,43.786132588,-99.324716128,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,http://www.sanfordmiddakota.org,NON-PROFIT,25,Y
ABRAZO MARYVALE CAMPUS,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85031,NOT AVAILABLE,(623) 848-5000,GENERAL ACUTE CARE,OPEN,232,MARICOPA,USA,33.502615649,-112.170791624,http://www.azdhs.gov/als/databases/,https://www.abrazohealth.com,PROPRIETARY,232,Y
SANFORD CANTON-INWOOD MEDICAL CENTER,440 NORTH HIAWATHA DRIVE,CANTON,SD,57013,NOT AVAILABLE,(605) 764-1400,CRITICAL ACCESS,OPEN,11,LINCOLN,USA,43.304497843,-96.557559774,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,http://www.sanfordcantoninwood.org,NON-PROFIT,11,N
JOHNSON MEMORIAL HOSPITAL,201 CHESTNUT HILL RD,STAFFORD SPRINGS,CT,6076,NOT AVAILABLE,(860) 684-4251,GENERAL ACUTE CARE,OPEN,72,TOLLAND,USA,41.980101679,-72.390886381,https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx,http://www.jmmc.com,NON-PROFIT,72,Y
ROCKVILLE GENERAL HOSPITAL,31 UNION ST,VERNON,CT,6066,NOT AVAILABLE,(860) 872-5160,GENERAL ACUTE CARE,OPEN,102,TOLLAND,USA,41.866600547,-72.451211292,https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx,http://www.echn.org/Locations/Rockville-General-Hospital.aspx,NON-PROFIT,102,Y
JAY COUNTY HOSPITAL,500 W VOTAW ST,PORTLAND,IN,47371,NOT AVAILABLE,(260) 726-7131,CRITICAL ACCESS,OPEN,35,JAY,USA,40.441298365,-84.984920242,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.jaycountyhospital.com,GOVERNMENT - LOCAL,35,Y
FAULKTON AREA MEDICAL CENTER,1300 OAK STREET,FAULKTON,SD,57438,NOT AVAILABLE,(605) 598-6262,CRITICAL ACCESS,OPEN,12,FAULK,USA,45.030655716,-99.132638372,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,http://www.faulktonmedical.org,NON-PROFIT,12,Y
"KING'S DAUGHTERS' HOSPITAL AND HEALTH SERVICES,THE",1 KINGS DAUGHTERS DR,MADISON,IN,47250,NOT AVAILABLE,(812) 265-5211,GENERAL ACUTE CARE,CLOSED,77,JEFFERSON,USA,38.73870715,-85.381351086,http://www.state.in.us/isdh/reports/QAMIS/hosdir/wdirhos.htm,http://www.kdhhs.org,NON-PROFIT,77,Y
ST. LUKE'S MEDICAL CENTER,1800 EAST VAN BUREN STREET,PHOENIX,AZ,85006,NOT AVAILABLE,(602) 251-8100,GENERAL ACUTE CARE,OPEN,250,MARICOPA,USA,33.454777575,-112.042217602,http://www.azdhs.gov/als/databases/,www.stlukesmedcenter.com,PROPRIETARY,250,Y
COTEAU DES PRAIRIES HOSPITAL,205 ORCHARD DRIVE,SISSETON,SD,57262,NOT AVAILABLE,(605) 698-7647,CRITICAL ACCESS,OPEN,25,ROBERTS,USA,45.657492178,-97.050157182,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,http://www.cdphospital.com,NON-PROFIT,25,Y
MANCHESTER MEMORIAL HOSPITAL,71 HAYNES ST,MANCHESTER,CT,6040,NOT AVAILABLE,(860) 647-4780,GENERAL ACUTE CARE,OPEN,249,HARTFORD,USA,41.781508165,-72.52567516,https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx,http://www.echn.org/Locations/Manchester-Memorial-Hospital.aspx,NON-PROFIT,249,Y
GREENWICH HOSPITAL ASSOCIATION,5 PERRYRIDGE RD,GREENWICH,CT,6830,NOT AVAILABLE,(203) 863-3000,GENERAL ACUTE CARE,OPEN,206,FAIRFIELD,USA,41.033826091,-73.63029318,https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx,http://www.greenhosp.org,NON-PROFIT,206,N
HOSPITAL AT HEBREW HEALTH CARE,1 ABRAHMS BOULEVARD,WEST HARTFORD,CT,6117,NOT AVAILABLE,(860) 523-3800,CHRONIC DISEASE,OPEN,332,HARTFORD,USA,41.802925517,-72.729271567,https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx,http://www.hebrewhealthcare.org,NON-PROFIT,332,N
MIDDLESEX HOSPITAL,28 CRESCENT ST,MIDDLETOWN,CT,6457,NOT AVAILABLE,(860) 344-6000,GENERAL ACUTE CARE,OPEN,215,MIDDLESEX,USA,41.554337263,-72.647569381,https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx,http://middlesexhospital.org/locations/middlesex-hospital,NON-PROFIT,215,Y
CHARLOTTE HUNGERFORD HOSPITAL,540 LITCHFIELD ST,TORRINGTON,CT,6790,NOT AVAILABLE,(860) 496-6666,GENERAL ACUTE CARE,OPEN,109,LITCHFIELD,USA,41.791838302,-73.133119321,https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx,http://www.charlottehungerford.org,NON-PROFIT,109,Y
COMMUNITY HOWARD REGIONAL HEALTH INC,3500 S LAFOUNTAIN ST,KOKOMO,IN,46904,NOT AVAILABLE,(765) 453-8371,GENERAL ACUTE CARE,OPEN,86,HOWARD,USA,40.447201693,-86.124659011,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.howardregional.org,NON-PROFIT,86,Y
HARRISON COUNTY HOSPITAL,1141 HOSPITAL DR NW,CORYDON,IN,47112,NOT AVAILABLE,(812) 738-4251,CRITICAL ACCESS,OPEN,25,HARRISON,USA,38.237875285,-86.147688988,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.hchin.org,GOVERNMENT - LOCAL,25,Y
FORT WALTON BEACH MEDICAL CENTER,1000 MAR-WALT DR,FORT WALTON BEACH,FL,32547,NOT AVAILABLE,(850) 862-1111,GENERAL ACUTE CARE,OPEN,237,OKALOOSA,USA,30.454438731,-86.633210019,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.fwbmc.com,PROPRIETARY,237,Y
GULF COAST TREATMENT CENTER,1015 MAR WALT DR,FORT WALTON BEACH,FL,32547,NOT AVAILABLE,(850) 863-4160,PSYCHIATRIC,OPEN,24,OKALOOSA,USA,30.455594141,-86.635925294,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.gulfcoastyouthservices.com/gctc_index.html,PROPRIETARY,24,Y
SHANDS LIVE OAK REGIONAL MEDICAL CENTER,1100 SW 11TH ST,LIVE OAK,FL,32060,NOT AVAILABLE,(386) 362-0800,GENERAL ACUTE CARE,OPEN,15,SUWANNEE,USA,30.291267587,-83.002948429,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.shands.org,NON-PROFIT,15,Y
SANTA ROSA MEDICAL CENTER,6002 BERRYHILL RD,MILTON,FL,32570,NOT AVAILABLE,(850) 626-7762,GENERAL ACUTE CARE,OPEN,129,SANTA ROSA,USA,30.634218691,-87.067095063,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.santarosamedicalcenter.org,PROPRIETARY,129,Y
EASTSIDE PSYCHIATRIC HOSPITAL,2634B CAPITAL CIRCLE NE,TALLAHASSEE,FL,32308,NOT AVAILABLE,(850) 523-3333,PSYCHIATRIC,OPEN,46,LEON,USA,30.487511046,-84.2393447,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.apalacheecenter.org,PROPRIETARY,46,N
HEALTHSOUTH REHABILITATION HOSPITAL OF TALLAHASSEE,1675 RIGGINS RD,TALLAHASSEE,FL,32308,NOT AVAILABLE,(850) 656-4800,REHABILITATION,OPEN,76,LEON,USA,30.459603964,-84.237017834,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.healthsouthtallahassee.com,PROPRIETARY,76,N
SELECT SPECIALTY HOSPITAL PENSACOLA,7000 COBBLE CREEK DR,PENSACOLA,FL,32504,NOT AVAILABLE,(850) 473-4800,LONG TERM CARE,OPEN,75,ESCAMBIA,USA,30.478659088,-87.215686472,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.selectspecialtyhospitals.com/company/locations/pensacola.aspx,PROPRIETARY,75,N
SANFORD CLEAR LAKE MEDICAL CENTER,701 3RD AVENUE SOUTH,CLEAR LAKE,SD,57226,NOT AVAILABLE,(605) 874-2141,CRITICAL ACCESS,OPEN,10,DEUEL,USA,44.75405438,-96.684768868,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,http://www.sanforddeuelcounty.org,NON-PROFIT,10,N
BAPTIST MEDICAL CENTER JACKSONVILLE,800 PRUDENTIAL DR,JACKSONVILLE,FL,32207,NOT AVAILABLE,(904) 202-2000,GENERAL ACUTE CARE,OPEN,691,DUVAL,USA,30.315651152,-81.664707397,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.e-baptisthealth.com,NON-PROFIT,691,Y
MEMORIAL HOSPITAL JACKSONVILLE,3625 UNIVERSITY BLVD S,JACKSONVILLE,FL,32216,NOT AVAILABLE,(904) 399-6111,GENERAL ACUTE CARE,OPEN,425,DUVAL,USA,30.288061779,-81.601508032,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.memorialhospitaljax.com,PROPRIETARY,425,Y
SAINT VINCENT'S MEDICAL CENTER RIVERSIDE,1 SHIRCLIFF WAY,JACKSONVILLE,FL,32204,NOT AVAILABLE,(904) 308-7300,GENERAL ACUTE CARE,OPEN,528,DUVAL,USA,30.307528632,-81.690610526,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.jaxhealth.com,NON-PROFIT,528,Y
MARSHALL COUNTY HEALTHCARE CENTER,413 9TH STREET,BRITTON,SD,57430,NOT AVAILABLE,(605) 448-2253,CRITICAL ACCESS,OPEN,20,MARSHALL,USA,45.78858387,-97.746138531,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,http://www.avera.org,NON-PROFIT,20,Y
FLORIDA STATE HOSPITAL,100 N MAIN ST,CHATTAHOOCHEE,FL,32324,NOT AVAILABLE,(850) 663-7001,PSYCHIATRIC,OPEN,987,GADSDEN,USA,30.706501673,-84.8413309,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.dcf.state.fl.us/institutions/fsh,GOVERNMENT - STATE,987,Y
EMERALD COAST BEHAVIORAL HOSPITAL,1940 HARRISON AVE,PANAMA CITY,FL,32405,NOT AVAILABLE,(850) 763-0017,PSYCHIATRIC,OPEN,86,BAY,USA,30.183781746,-85.657782384,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.emeraldcoastbehavioral.com,PROPRIETARY,86,N
GULF COAST MEDICAL CENTER,449 W 23RD ST,PANAMA CITY,FL,32405,NOT AVAILABLE,(850) 769-8341,GENERAL ACUTE CARE,OPEN,238,BAY,USA,30.187915882,-85.665176203,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.egulfcoastmedical.com,PROPRIETARY,238,Y
ED FRASER MEMORIAL HOSPITAL,159 N 3RD ST,MACCLENNY,FL,32063,NOT AVAILABLE,(904) 259-3151,GENERAL ACUTE CARE,OPEN,25,BAKER,USA,30.285995976,-82.119258707,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://bcmedsvcs.com,NON-PROFIT,25,Y
NORTHEAST FLORIDA STATE HOSPITAL,7487 S STATE RD 121,MACCLENNY,FL,32063,NOT AVAILABLE,(904) 259-6211,PSYCHIATRIC,OPEN,1138,BAKER,USA,30.237409471,-82.133981529,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.dcf.state.fl.us/facilities/nefsh/,GOVERNMENT - STATE,1138,Y
MADISON REGIONAL HEALTH SYSTEM,323 SW 10TH ST,MADISON,SD,57042,NOT AVAILABLE,(605) 256-6551,CRITICAL ACCESS,OPEN,22,LAKE,USA,43.991373039,-97.11814234,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,http://www.madisonregionalhealth.org/,NON-PROFIT,22,Y
UPMC NORTHWEST - SENECA,100 FAIRFIELD DRIVE,SENECA,PA,16346,NOT AVAILABLE,(814) 676-7600,GENERAL ACUTE CARE,OPEN,164,VENANGO,USA,41.361383413,-79.700627738,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.upmc.com/locations/hospitals/northwest/Pages/default.aspx,NON-PROFIT,164,Y
ST MARY MEDICAL CENTER,1201 LANGHORNE-NEWTOWN ROAD,LANGHORNE,PA,19047,NOT AVAILABLE,(215) 710-2003,GENERAL ACUTE CARE,OPEN,374,BUCKS,USA,40.202759,-74.923847001,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.stmaryhealthcare.org,NON-PROFIT,374,Y
READING HOSPITAL,420 S FIFTH AVENUE,READING,PA,19612,NOT AVAILABLE,(484) 628-8000,GENERAL ACUTE CARE,OPEN,665,BERKS,USA,40.330517002,-75.950164,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.readinghospital.org,NON-PROFIT,665,Y
UPMC ALTOONA,620 HOWARD AVENUE,ALTOONA,PA,16601,NOT AVAILABLE,(814) 889-2223,GENERAL ACUTE CARE,OPEN,380,BLAIR,USA,40.521820895,-78.398697715,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://altoonaregional.org/,NON-PROFIT,380,Y
ALBERT EINSTEIN MEDICAL CENTER,5501 OLD YORK ROAD,PHILADELPHIA,PA,19141,NOT AVAILABLE,(215) 456-6010,GENERAL ACUTE CARE,OPEN,772,PHILADELPHIA,USA,40.036737001,-75.143342,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.einstein.edu/locations/einstein-medical-center-philadelphia/,NON-PROFIT,772,Y
HOSPITAL OF THE UNIVERSITY OF PENNSYLVANIA,3400 SPRUCE STREET,PHILADELPHIA,PA,19104,NOT AVAILABLE,(215) 662-3227,GENERAL ACUTE CARE,OPEN,782,PHILADELPHIA,USA,39.949969195,-75.194202725,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.pennmedicine.org/hospital-university-pennsylvania/,NON-PROFIT,782,Y
CHILDRENS HOSPITAL OF PHILADELPHIA,34TH STREET & CIVIC CENTER BLVD,PHILADELPHIA,PA,19104,NOT AVAILABLE,(267) 426-6922,CHILDREN,OPEN,535,PHILADELPHIA,USA,39.948541596,-75.19380649,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.chop.edu/,NON-PROFIT,535,Y
CONEMAUGH MEMORIAL HOSPITAL,1086 FRANKLIN STREET,JOHNSTOWN,PA,15905,NOT AVAILABLE,(814) 534-9000,GENERAL ACUTE CARE,OPEN,486,CAMBRIA,USA,40.305749795,-78.918362413,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.conemaugh.org/memorial/,NON-PROFIT,486,Y
LEHIGH VALLEY HOSPITAL HAZLETON,700 EAST BROAD STREET,HAZLETON,PA,18201,NOT AVAILABLE,(570) 501-4000,GENERAL ACUTE CARE,OPEN,150,LUZERNE,USA,40.949176001,-75.964829,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.lvhn.org/hazleton/facilities-and-directions/lehigh-valley-hospital-hazleton/,NON-PROFIT,150,Y
GEISINGER COMMUNITY MEDICAL CENTER,1800 MULBERRY STREET,SCRANTON,PA,18510,NOT AVAILABLE,(570) 703-8000,GENERAL ACUTE CARE,OPEN,297,LACKAWANNA,USA,41.400206001,-75.646223001,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.geisinger.org/,NON-PROFIT,297,Y
PUNXSUTAWNEY AREA HOSPITAL,81 HILLCREST DRIVE,PUNXSUTAWNEY,PA,15767,NOT AVAILABLE,(814) 938-1800,GENERAL ACUTE CARE,OPEN,49,JEFFERSON,USA,40.961046,-78.999666001,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.pah.org,NON-PROFIT,49,Y
PENN HIGHLANDS BROOKVILLE,100 HOSPITAL ROAD,BROOKVILLE,PA,15825,NOT AVAILABLE,(814) 849-2312,GENERAL ACUTE CARE,OPEN,35,JEFFERSON,USA,41.156529422,-79.093332991,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.phhealthcare.org/,NON-PROFIT,35,Y
BRADFORD REGIONAL MEDICAL CENTER,116 INTERSTATE PARKWAY,BRADFORD,PA,16701,NOT AVAILABLE,(814) 362-8298,GENERAL ACUTE CARE,OPEN,107,MCKEAN,USA,41.961193001,-78.659430999,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.brmc.com,NON-PROFIT,107,N
WAYNESBORO HOSPITAL,501 EAST MAIN STREET,WAYNESBORO,PA,17268,NOT AVAILABLE,(717) 765-4000,GENERAL ACUTE CARE,OPEN,64,FRANKLIN,USA,39.751691002,-77.568280001,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.summithealth.org,NON-PROFIT,64,Y
PINNACLEHEALTH COMMUNITY CAMPUS,4300 LONDONDERRY ROAD HARRISBURG,HARRISBURG,PA,17105,NOT AVAILABLE,(717) 782-3131,GENERAL ACUTE CARE,OPEN,-999,DAUPHIN,USA,40.284255,-76.816477,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.pinnaclehealth.org/Locations-Directions/Hospitals-Outpatient-Canters/Community-General-Hospital.aspx,NON-PROFIT,-999,N
PENN HIGHLANDS ELK,763 JOHNSONBURG ROAD,ST MARYS,PA,15857,NOT AVAILABLE,(814) 788-8000,GENERAL ACUTE CARE,OPEN,80,ELK,USA,41.426371779,-78.578211258,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.elkregional.org,NON-PROFIT,80,Y
MERCY FITZGERALD HOSPITAL,1500 LANSDOWNE AVENUE,DARBY,PA,19023,NOT AVAILABLE,(610) 237-4030,GENERAL ACUTE CARE,OPEN,213,DELAWARE,USA,39.926699776,-75.26880683,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.mercyhealth.org,NON-PROFIT,213,N
ST JOSEPH HOSPITAL,700 BROADWAY,FORT WAYNE,IN,46802,NOT AVAILABLE,(260) 425-3000,GENERAL ACUTE CARE,OPEN,145,ALLEN,USA,41.078000734,-85.149277199,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.stjoehospital.com,PROPRIETARY,145,Y
MILLCREEK COMMUNITY HOSPITAL,5515 PEACH STREET,ERIE,PA,16509,NOT AVAILABLE,(814) 864-4031,GENERAL ACUTE CARE,OPEN,62,ERIE,USA,42.074260001,-80.092042,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.millcreekcommunityhospital.com,NON-PROFIT,62,N
UPMC SHADYSIDE-ER,5230 CENTRE AVE,PITTSBURGH,PA,15232,NOT AVAILABLE,(412) 623-2121,GENERAL ACUTE CARE,OPEN,520,ALLEGHENY,USA,40.454588352,-79.939767752,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.upmc.com/locations/hospitals/shadyside/pages/default.aspx,NON-PROFIT,520,Y
BANNER GOLDFIELD MEDICAL CENTER,2050 WEST SOUTHERN AVENUE,APACHE JUNCTION,AZ,85120,NOT AVAILABLE,(480) 237-3200,GENERAL ACUTE CARE,OPEN,-999,PINAL,USA,33.394279562,-111.567156703,http://www.azdhs.gov/als/databases/,NOT AVAILABLE,NOT AVAILABLE,-999,Y
ST VINCENT RANDOLPH HOSPITAL INC,473 E GREENVILLE AVE,WINCHESTER,IN,47394,NOT AVAILABLE,(765) 584-0004,CRITICAL ACCESS,OPEN,25,RANDOLPH,USA,40.169614037,-84.971309647,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.stvincent.org,NON-PROFIT,25,N
PUTNAM COUNTY HOSPITAL,1542 S BLOOMINGTON ST,GREENCASTLE,IN,46135,NOT AVAILABLE,(765) 655-2620,CRITICAL ACCESS,OPEN,25,PUTNAM,USA,39.621171256,-86.847799736,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.pchosp.org/,GOVERNMENT - LOCAL,25,Y
NORTH SHORE MEDICAL CENTER  - UNION CAMPUS,500 LYNNFIELD STREET,LYNN,MA,1904,NOT AVAILABLE,(781) 581-9200,GENERAL ACUTE CARE,OPEN,-999,ESSEX,USA,42.5018,-70.9799,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://nsmc.partners.org/locations/union_hospital,NON-PROFIT,-999,N
UPMC EAST,2775 MOSSIDE BLVD,MONROEVILLE,PA,15146,NOT AVAILABLE,(412) 357-3021,GENERAL ACUTE CARE,OPEN,155,ALLEGHENY,USA,40.43643038,-79.759896755,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.upmc.com/locations/hospitals/east/pages/contact.aspx,NOT AVAILABLE,155,Y
BERKSHIRE MEDICAL CENTER - HILLCREST CAMPUS,165 TOR COURT,PITTSFIELD,MA,1201,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,BERKSHIRE,USA,42.4581,-73.2807,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.berkshirehealthsystems.org/body.cfm?id=1153&oTopID=1153,NON-PROFIT,-999,N
ST VINCENT CLAY HOSPITAL INC,1206 E NATIONAL AVE,BRAZIL,IN,47834,NOT AVAILABLE,(812) 442-2500,CRITICAL ACCESS,OPEN,25,CLAY,USA,39.529071161,-87.111811211,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.stvincent.org,NON-PROFIT,25,Y
CARONDELET ST. MARY'S HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,NOT AVAILABLE,(520) 872-3000,GENERAL ACUTE CARE,OPEN,400,PIMA,USA,32.228117729,-111.00017368,http://www.azdhs.gov/als/databases/,NOT AVAILABLE,NOT AVAILABLE,400,Y
GILA RIVER HEALTH CARE CORPORATION,483 WEST SEED FARM ROAD,SACATON,AZ,85147,NOT AVAILABLE,(520) 562-3321,CRITICAL ACCESS,OPEN,-999,PINAL,USA,33.072998951,-111.759059973,http://www.azdhs.gov/als/databases/,NOT AVAILABLE,NOT AVAILABLE,-999,Y
CORRY MEMORIAL HOSPITAL,965 SHAMROCK LANE,CORRY,PA,16407,NOT AVAILABLE,(814) 664-4641,GENERAL ACUTE CARE,OPEN,20,ERIE,USA,41.936253324,-79.612970617,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.corryhospital.com/,NON-PROFIT,20,Y
